reporter,partner,value,year,source,axis,product_code,sub_category,unit
JP,SG,3820084.3,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,TH,3811574.915,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,BR,3764675.204,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,FR,3712858.453,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,TH,3645941.847,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,GB,3228841.197,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,MG,3228296.485,2022,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,AT,3165719.837,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,CA,3028088.51,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,AT,2968840.354,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,ID,2878359.99,2022,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,KR,2866840.056,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,ZA,2862163.609,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,FR,2738789.395,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,FR,2694238.584,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,ZA,2498400.258,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,SG,2345287.833,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,TH,2265476.821,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,RU,2247567.823,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,RU,2209767.2,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,US,2206373.326,2022,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,VN,2169138.341,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,GB,2165908.877,2022,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,NL,2137961.714,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,MG,2127655.336,2023,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,FI,2048371.097,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,LK,2034439.342,2022,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,NO,2028500.094,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,US,1937002.92,2023,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,PH,1922496.681,2023,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,KR,1913061.129,2024,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,FR,1895251.067,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,AE,1894992.508,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,LK,1889199.238,2023,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,SN,1829554.323,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,US,1618314.079,2023,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,RU,1605437.834,2023,un_comtrade,critical_inputs,2611,tungsten_ore,USD
JP,US,1541163.378,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,VN,1535352.454,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,CN,1500842.462,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,US,1472956.137,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,GB,1435000.197,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,IN,1425768.307,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,US,1411365.915,2022,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,SI,1370810.21,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,TH,1368741.739,2022,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,BR,1363844.332,2022,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,NO,1348510.838,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,OM,1241265.74,2023,un_comtrade,critical_inputs,2610,chromium_ore,USD
JP,CA,1186244.869,2022,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,UA,1161537.296,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,AT,1146128.155,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,FI,1142997.11,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,FR,1104829.272,2022,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,IS,1092334.799,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,ZM,1071112.818,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,BR,1024348.347,2023,un_comtrade,critical_inputs,2504,natural_graphite,USD
JP,MX,1011073.5,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,FI,968465.871,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,FI,937225.495,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
